objname,e_mod0,mod0,v_gsr,mod_mpc
UGC08282,0.269,33.445,2176.5,48.86523593
PGC1154577,0.12,36.43,18909.9,193.1968317
PGC1130011,0.12,36.65,20081.1,213.796209
PGC1808334,0.19,35,9760.6,100
SDSSJ224142.05-000812.9,0.02,36.88,17484.6,237.6840287
UGC05798,0.352,32.593,1573,33.00653995
NGC4081,0.365,31.332,1605.2,18.46715524
PGC2078048,0.053,35.399,6160.8,120.1710899
PGC1154145,0.13,35.67,13748.8,136.1444682
PGC1161680,0.12,36.6,19671.9,208.9296131
IC4567,0.35,34.005,5866.5,63.24118514
UGC09056,0.352,32.047,2149.3,25.66847102
NGC4993,0.185,33.187,2801.5,43.39103406
NGC4080,0.54,31.06,542.4,16.29296033
UGC04754,0.54,34.39,5458.7,75.50922277
IC3442,0.059,31.118,1198,16.73400907
IC3019,0.064,31.145,1615.3,16.943378
UGC07854,0.045,30.978,913.7,15.68917113
UGC07399A,0.053,31.15,1371.1,16.98243652
PGC765572,0.077,36.385,13281.3,189.2343619
NGC1201,0.037,31.535,1597,20.2768272
