objname,e_mod0,mod0,v_gsr,mod_mpc
PGC2793313,0.2,34.001,4724.4,63.1247978
PGC2793323,0.2,34.63,4703.7,84.33347578
PGC2793324,0.2,34.745,6133.6,88.92011179
PGC2793326,0.2,34.214,5307.1,69.63057796
PGC2793329,0.2,34.174,3370.3,68.35967668
PGC2793332,0.2,33.929,5428.8,61.06607405
PGC2793338,0.2,33.96,4803.8,61.94410751
PGC2793347,0.2,34.611,3943.2,83.59879163
PGC2793348,0.2,33.909,6132.7,60.50621692
PGC2793352,0.2,33.399,4475.4,47.84097258
PGC3077814,0.2,34.037,5270.1,64.18004245
PGC3078024,0.2,34.505,3908.2,79.61593504
PGC3080012,0.2,34.175,4939.9,68.39116473
ESO409-015,0.11,29.7,748.7,8.7096359
ESO540-031,0.041,27.621,308.7,3.34348978
PGC016389,0.08,29.21,487.7,6.950243176
IC4870,0.05,29.65,780.4,8.511380382
ESO461-036,0.044,29.222,470.3,6.988757961
PGC166159,0.08,29.59,,8.279421637
PGC592761,0.073,28.493,341.1,4.995741982
PGC677373,0.078,28.244,452.7,4.454510634
[CKT2009]D1028+70,0.035,27.92,43.8,3.837072455
UGC03755,0.032,29.429,207,7.687763242
ESO553-046,0.025,29.13,391.5,6.698846094
PGC018431,0.084,29.912,581.7,9.602846792
ESO490-017,0.029,29.008,309.4,6.332861645
UGC03600,0.129,30.11,407.6,10.51961874
ESO059-001,0.018,28.33,315.5,4.634469197
PGC683190,0.06,28.745,509.1,5.61047976
ANDROMEDA28,0.047,24.445,-120.3,0.774461798
ANDROMEDA29,0.11,24.59,-13.1,0.827942164
PGC002666,0.031,24.325,-204,0.732824533
PGC002121,0.04,24.337,-170.7,0.736885482
[RC2]A0113+33,0.034,24.017,-43.1,0.635916363
ANDROMEDA15,0.048,24.47,-164.3,0.783429643
ESO361-019,0.54,30.24,2155.2,11.16863248
UGC02915,0.35,34.475,5360.4,78.52356346
UGC05349,0.54,32.17,1361.9,27.16439269
IC3101,0.074,31.231,1368.4,17.62787653
PGC066242,0.346,32.616,2374.5,33.35799967
ESO488-060,0.4,32.03,1622.8,25.46830253
NGC1744,0.259,29.952,593.6,9.781377043
ESO359-003,0.31,30.702,1449.3,13.81656231
UGC06679,0.54,34.36,5193.2,74.47319739
PGC023146,0.349,34.073,4193.3,65.25292741
ESO501-080,0.35,30.475,844.1,12.44514612
NGC5169,0.4,33.41,2500,48.08393484
ESO526-011,0.346,34.648,5916.5,85.0354472
IC2130,0.264,31.052,1669.7,16.23304528
ESO482-011,0.54,30.8,1492.9,14.45439771
NGC1179,0.36,31.26,1717.3,17.86487575
NGC4233,0.45,32.59,2199.6,32.96097122
PGC083758,0.2,33.875,7103.6,59.56621435
NGC6575,0.045,35.029,7072.4,101.344457
DONATIELLO1,0.2,27.6,,3.311311215
PGC006354,0.2,29.48,881.7,7.870457897
UGC01999,0.348,31.733,1043.4,22.21263089
UGC05347,0.346,33.018,2001.2,40.14209182
UGC05288,0.096,30.295,434.4,11.45512941
UGC07522,0.253,32.751,1337.5,35.49768245
UGC07739,0.136,32.698,1966.6,34.6417641
UGC05921,0.4,32.36,1368,29.6483139
UGC11921,0.54,31.51,1863.5,20.04472027
UGC12707,0.347,32.7,2769.8,34.67368505
NGC3190,0.02,31.93,1245.7,24.32204009
PGC090653,0.54,34.4,6857.6,75.8577575
UGC04565,0.347,34.73,3931.4,88.30799004
NGC4173,0.348,30.657,1120.9,13.53318442
IC3074,0.36,32.75,1912.8,35.48133892
PGC091787,0.54,34.53,5416.5,80.53784412
NGC7407,0.046,34.953,6634.3,97.85882571
UGC00017,0.364,31.336,1024.2,18.50120435
AGC748778,0.05,29.05,405,6.45654229
NGC0023,0.346,33.552,4729.4,51.33339644
NGC0063,0.33,31.337,1291.3,18.50972643
PGC093038,0.408,37,11434.7,251.1886432
NGC0489,0.361,33.276,2605.5,45.20640796
IC1711,0.347,33.231,2906.1,44.27922388
PGC138451,0.05,29.47,478,7.834296428
IC0163,0.258,31.988,2851.2,24.98043519
PGC166063,0.04,29.69,486,8.669618758
PGC166064,0.027,28.739,323.1,5.594998829
PGC166065,0.025,28.521,279.6,5.060576565
NGC0820,0.346,34.046,4499.6,64.44659847
UGC02159,0.351,33.491,5287.8,49.91142852
UGC02171,0.346,33.908,4661.5,60.47835919
PGC2807110,0.086,28.396,302.5,4.777492347
PGC090789,0.367,35.448,8099.6,122.9136173
PGC090795,0.391,35.652,6808.1,135.0205896
AGC174605,0.029,29.911,226,9.598425536
PGC090800,0.347,36.769,13625.4,225.8395501
IC0610,0.54,32.33,1100.9,29.24152378
NGC3246,0.4,32.75,2014.5,35.48133892
NGC3332,0.034,34.538,5722.9,80.83510374
PGC4689210,0.067,30.046,541.2,10.21409752
NGC3522,0.2,32.03,1142.6,25.46830253
NGC3951,0.346,34.532,6422.1,80.61205639
IC0745,0.3,31.287,1024.8,18.08839362
IC0755,0.149,31.272,1469,17.96387399
NGC4197,0.206,31.992,1996.7,25.02649326
IC3059,0.051,31.882,201.7,23.79030446
PGC039159,0.232,29.83,2027,9.246981739
NGC4206,0.208,31.379,643.1,18.87122097
NGC4207,0.327,31.284,537.1,18.06342083
NGC4222,0.278,31.476,172.2,19.7333128
NGC4224,0.378,33.807,2510.4,57.72979296
NGC4216,0.253,30.7,76,13.80384265
NGC4289,0.255,33.274,2523.8,45.16479049
PGC039894,0.214,32.58,874.6,32.80952931
PGC040045,0.161,29.84,1251.6,9.289663868
NGC4321,0.025,31.014,1528.3,15.95144387
NGC4316,0.267,32.109,1184.2,26.41192163
IC3239,0.19,31.493,684.5,19.88840705
NGC4353,0.36,32.28,1045,28.57590543
PGC040409,0.274,32.985,805.7,39.53666201
NGC4376,0.303,31.725,1060.9,22.1309471
IC3298,0.072,32.642,2393.4,33.75981049
NGC4383,0.254,31.229,1665.5,17.61164813
NGC4396,0.35,31,-159.8,15.84893192
NGC4393,0.4,30.31,742.7,11.53453258
PGC040766,0.17,31.645,931.2,21.33044913
NGC4411B,0.168,32.14,1205.1,26.79168325
NGC4416,0.213,32.997,1321.2,39.75575449
NGC4430,0.2,32.76,1373.3,35.64511334
IC3371,0.351,32.489,856.8,31.46299056
IC3392,0.267,30.236,1622.9,11.14807803
NGC4466,0.36,32.46,682.2,31.04559588
NGC4492,0.222,32.571,1676,32.67382661
NGC4480,0.312,32.82,2352.8,36.64375746
IC3446,0.36,33.3,1198,45.70881896
NGC4501,0.02,30.239,2235.9,11.16349032
NGC4522,0.221,30.809,2258.2,14.51443049
IC0800,0.287,30.729,2292.4,13.98942937
NGC4526,0.031,30.928,510.7,15.33204199
NGC4540,0.35,30.51,1244.4,12.64736347
PGC041994,0.09,33.129,710.8,42.2474013
NGC4548,0.033,30.969,437.5,15.62427952
NGC4544,0.267,31.046,1075.6,16.18825363
NGC4561,0.162,31.882,1372.6,23.79030446
NGC4579,0.203,31.496,1465.8,19.91590289
AGC749241,0.055,28.75,449.5,5.623413252
NGC4630,0.265,30.993,661.8,15.79792326
PGC042717,0.022,32.731,2344.7,35.17223774
NGC4689,0.35,30.84,1569.8,14.72312502
PGC043072,0.149,29.919,1085,9.633852661
NGC4698,0.3,31.7,952.8,21.87761624
NGC4808,0.267,31.206,696.5,17.4260919
PGC083663,0.2,35.842,6632.4,147.3669177
NGC5117,0.267,32.637,2417.8,33.68216508
NGC5240,0.346,33.146,2287,42.57944536
NGC5338,0.3,30.517,784.2,12.68819954
PGC2807150,0.075,27.104,257.6,2.63511759
IC5145,0.54,35.35,7562.3,117.4897555
UGC11941,0.346,35.296,7063.6,114.6040591
NGC7222,0.051,36.586,12491.6,207.586927
PGC091731,0.54,34.78,7474.7,90.36494737
PGC091747,0.346,34.858,6805.9,93.6698878
NGC7347,0.356,32.43,2406.6,30.61963434
UGC12355,0.349,34.831,7910.2,92.51241113
NGC7634,0.14,33.58,3234.7,51.99959965
PGC085512,0.54,35.79,8220.4,143.8798578
PGC091814,0.346,34.134,7349.2,67.11197197
NGC7750,0.396,31.423,3055.4,19.25750414
PGC169662,0.35,35.855,8488,148.2518085
UGC00132,0.54,31.56,1815.1,20.51162179
UGC00260,0.264,32.227,2262.7,27.88688463
UGC00557,0.364,34.554,4653.7,81.43291852
UGC00556,0.433,34.363,4790.1,74.57615702
UGC00565,0.347,33.471,5800.3,49.45383779
PGC003184,0.355,34.696,6949.8,86.93606925
UGC00525,0.346,32.884,5084.7,37.73983525
UGC00575,0.347,34.101,4814.1,66.09977787
PGC003466,0.346,33.942,4881.6,61.43275613
UGC00607,0.044,36.417,11761.4,192.0436714
UGC00634,0.346,32.146,2309,26.86581377
UGC00714,0.349,33.599,4786.1,52.45658331
UGC00732,0.346,33.758,5591.2,56.44168882
UGC01110,0.269,32.739,2860.3,35.30205604
UGC01112,0.347,31.96,1773.9,24.66039337
UGC01178,0.359,33.788,5641.2,57.22687092
UGC01200,0.347,30.69,898.6,13.74041975
UGC01234,0.349,34.871,5798.4,94.23234526
UGC01970,0.264,32.526,2002.6,32.00368595
UGC01958,0.4,31.96,1112.6,24.66039337
PGC021549,0.54,36.02,8328.6,159.9558029
UGC04054,0.4,32.16,2053.6,27.03958364
UGC04060,0.355,34.186,4570,68.73849196
UGC04395,0.4,33.46,2139.3,49.20395357
UGC04550,0.347,32.895,1954.9,37.9314985
UGC04559,0.346,33.222,2027.6,44.09608165
UGC04482,0.4,33.13,1998.8,42.26686143
UGC05020,0.282,32.531,1590.9,32.07746206
PGC028061,0.17,35.11,9907,105.1961874
UGC05234,0.032,34.981,5916.1,99.12883449
UGC05376,0.54,33.06,1914.8,40.92606597
UGC05958,0.361,31.854,1143.8,23.48551024
UGC06104,0.35,33.515,2867.3,50.46612976
PGC035622,0.346,34.718,6070,87.82132799
UGC06603,0.346,31.994,1626.6,25.04955413
PGC036371,0.346,34.216,6273.1,69.69473964
PGC036779,0.357,35.364,6108.5,118.249687
PGC036856,0.346,34.908,6771.1,95.85173977
PGC039556,0.142,31.845,1923.8,23.38837239
PGC039813,0.268,31.675,2483.6,21.62718524
UGC07423,0.36,32.73,1190,35.15604405
PGC040408,0.2,32.17,1673.8,27.16439269
PGC040411,0.2,31.048,843,16.20317043
UGC07697,0.302,33.275,2507.5,45.18559444
UGC07567,0.36,32.31,795.6,28.97343588
UGC07579,0.092,33.062,2172.6,40.96377764
PGC042884,0.041,31.069,850.6,16.36062913
PGC043164,0.393,33.024,6622.6,40.2531619
PGC043278,0.362,34.23,6901.8,70.14552984
UGC07982,0.251,31.422,1083.9,19.24863778
UGC08013,0.376,35.563,7886.4,129.5985075
UGC08166,0.347,33.72,2897,55.4625713
PGC051854,0.45,37.21,12184.4,276.6941645
UGC09394,0.263,32.261,1802.6,28.326962
UGC09530,0.54,34.62,8597.5,83.94599865
UGC09991,0.365,33.068,2010.1,41.07712126
UGC09977,0.266,32.343,1948.6,29.4171097
UGC10288,0.255,32.665,2096.1,34.11929116
UGC12071,0.039,36.092,10607,165.3484012
PGC069284,0.349,35.129,7286,106.1206741
UGC12133,0.041,35.317,7586.6,115.7177551
UGC12158,0.03,35.46,9478.6,123.5947433
UGC12234,0.54,33.7,6516.9,54.95408739
UGC12321,0.4,33.69,2331.2,54.70159629
UGC12308,0.287,32.861,2390.5,37.34220854
PGC070600,0.03,35.55,9782,128.8249552
PGC070927,0.346,33.48,3732,49.65923215
UGC12494,0.347,33.33,4340,46.34469197
UGC12501,0.349,33.799,3947,57.51749985
UGC12497,0.349,32.473,3911,31.23201467
PGC071201,0.54,32.24,3662.5,28.05433638
PGC071529,0.359,33.038,3670.8,40.51352202
UGC12613,0.045,24.924,-19.3,0.965606099
UGC12631,0.352,35.573,9367.3,130.196707
UGC12667,0.349,32.879,3980.6,37.65303604
UGC12693,0.357,34.214,5148.4,69.63057796
UGC12678,0.376,36.083,9275.1,164.6645077
UGC12681,0.347,32.13,1633,26.66858665
UGC12755,0.376,35.993,8986.2,157.9792326
UGC12792,0.351,35.579,11693.1,130.5569513
UGC00320,0.346,33.08,2472.1,41.3047502
UGC00628,0.54,34.66,5573.9,85.50667129
UGC01500,0.361,32.404,2523.7,30.25519804
UGC02364,0.349,34.611,5450.8,83.59879163
UGC05691,0.023,36.987,16249.3,249.6893392
UGC07955,0.346,34.802,6758.4,91.28512193
UGC11893,0.358,35.438,5785.1,122.3488805
NGC7562A,0.349,33.021,3652.1,40.1975885
UGC12388,0.54,34.07,4749,65.16283941
UGC12344,0.4,32.16,1808.8,27.03958364
PGC090453,0.346,34.362,5133.1,74.54182134
NGC0029,0.35,34.455,4948.7,77.8036551
NGC0105,0.049,33.882,5303.8,59.75854297
NGC0252,0.028,34.435,5091.5,77.09034691
UGC00509,0.35,34.295,5293.7,72.27698036
NGC0428,0.36,30.85,1224.2,14.79108388
NGC0522,0.35,32.945,2823.9,38.8150366
UGC01171,0.2,29.34,834.1,7.379042301
PGC166062,0.17,29.24,542.8,7.04693069
NGC0582,0.353,34.037,4490.5,64.18004245
NGC0783,0.038,33.941,5315.2,61.40447181
NGC0769,0.35,33.525,4537.9,50.69907083
UGC01470,0.54,34.32,5287.8,73.11390835
NGC0799,0.038,34.502,5863.7,79.50601751
NGC0825,0.352,34.723,3446,88.02377706
NGC0865,0.35,32.445,3099.6,30.8318795
NGC0973,0.346,33.994,4958.3,62.92163513
NGC0992,0.408,33.3,4211.1,45.70881896
PGC090783,0.54,34.9,6417.3,95.4992586
IC0277,0.75,33.97,2855.6,62.23002852
IC2219,0.346,34.118,5166.1,66.61929002
PGC090815,0.54,34.12,2425.6,66.68067692
NGC2731,0.38,31.669,2453,21.5675096
PGC2806961,0.071,29.911,227.6,9.598425536
IC0582,0.2,34.59,7542.4,82.79421637
NGC3131,0.05,34.4,5015.1,75.8577575
NGC3185,0.278,31.92,1163.5,24.21029047
NGC3270,0.357,34.614,6194.1,83.71436744
NGC3306,0.333,33.199,2843,43.63148556
NGC3365,0.256,31.294,862.2,18.14679779
NGC3380,0.388,29.222,1557.9,6.988757961
NGC3430,0.346,32.404,1562.9,30.25519804
NGC3501,0.259,31.77,1053,22.5943577
NGC3611,0.82,32.89,1500.8,37.84425847
NGC3629,0.279,32.746,1474.8,35.41604004
NGC3684,0.4,31.57,1091.9,20.60629913
NGC3692,0.356,33.03,1616.8,40.3645393
NGC3701,0.26,32.978,2764,39.40941607
NGC3861,0.367,34.952,5019.5,97.81377043
NGC3912,0.4,31.49,1764.5,19.86094917
UGC06862,0.367,34.132,2658.1,67.05018802
NGC4062,0.346,30.814,763.6,14.54788971
NGC4152,0.327,32.646,2112.4,33.82205567
NGC4165,0.146,33.765,1811.9,56.6239289
IC0769,0.207,32.907,2146.2,38.14169597
IC3099,0.347,32.689,2062.6,34.49848314
IC3061,0.264,33.066,2261.3,41.03930525
NGC4189,0.26,31.781,2049.8,22.70910404
NGC4192,0.292,30.515,-171.6,12.67651866
IC3066,0.203,32.185,313,27.35268726
IC0776,0.255,32.528,2397.2,32.03317601
IC3115,0.29,31.939,655.4,24.4230557
NGC4254,0.142,30.55,2354.9,12.88249552
NGC4294,0.255,30.955,278.5,15.5238701
NGC4302,0.35,30.78,1079.1,14.32187899
IC3148,0.144,31.905,2405.8,24.043628
IC3267,0.145,32.86,1161.6,37.32501578
IC3259,0.351,31.171,1340.8,17.14746796
IC3311,0.355,31.474,-195.3,19.71514611
IC3322,0.253,31.49,1115.3,19.86094917
NGC4394,0.2,31.963,879.2,24.69448651
NGC4313,0.257,30.444,1374.8,12.26874105
IC3229,0.146,31.928,1467.4,24.29964898
NGC4380,0.262,31.519,887.5,20.12797109
NGC4388,0.25,31.195,2460,17.33803998
NGC4390,0.35,32.09,1036.7,26.18183008
IC3258,0.36,30.54,-486.5,12.82330583
PGC040670,0.36,31.31,1019.4,18.28100216
NGC4419,0.16,31.203,-274,17.40203349
PGC040831,0.146,34.315,1773.9,72.94575103
NGC4402,0.283,30.469,180.6,12.41080637
IC3341,0.035,30.33,366.2,11.64126029
NGC4411,0.176,30.785,1212.5,14.35489433
IC3356,0.323,30.41,1043.3,12.07813835
NGC4533,0.142,31.415,1677,19.18668741
IC0797,0.35,31.83,2053.1,23.22736796
NGC4523,0.2,29.031,216.7,6.400295121
NGC4535,0.023,30.873,1897.5,14.94858207
NGC4536,0.025,30.81,1723.9,14.52111618
IC3517,0.2,30.993,380.1,15.79792326
NGC4571,0.174,31.432,292.4,19.33748545
PGC041918,0.249,32.245,1016.1,28.1190083
NGC4567,0.323,32.39,2207.6,30.06076303
NGC4586,0.312,30.58,708.6,13.06170888
NGC4607,0.36,31.5,2207.6,19.95262315
UGC07877,0.347,35.05,5908,102.3292992
NGC4639,0.027,32.022,939.5,25.37464646
NGC4746,0.263,32.434,1737.5,30.67608977
NGC4758,0.291,30.653,1211.9,13.50827832
NGC4713,0.252,30.828,586.5,14.64198643
NGC4701,0.36,31.16,649.6,17.06082389
NGC4712,0.21,34.73,4383.7,88.30799004
NGC4772,0.25,32.18,965.7,27.28977783
NGC4866,0.4,32.36,1953.4,29.6483139
IC0842,0.35,34.995,7291.9,99.77000638
IC4088,0.362,35.43,7121,121.8989599
IC0851,0.346,33.22,2618.8,44.05548635
NGC5014,0.405,29.034,1180.1,6.409143566
UGC08328,0.358,35.268,6504.1,113.1357864
NGC5081,0.384,35.469,6659.2,124.1080637
IC4210,0.346,34.484,6384.7,78.84969177
NGC5032,0.37,35.631,6419.2,133.7211183
NGC5348,0.258,31.011,1425,15.92942135
NGC5356,0.4,31.45,1345.3,19.498446
NGC5569,0.4,31.2,1767.8,17.37800829
NGC5806,0.088,31.579,1357.6,20.69188233
IC4582,0.4,32.86,2256.2,37.32501578
IC1151,0.073,33.439,2265,48.73040266
UGC12320,0.359,34.728,6825.1,88.22669282
UGC12249,0.347,35.26,7750.1,112.7197456
IC1461,0.16,35.823,9431.9,146.083108
NGC7463,0.346,31.792,2437.9,22.82443312
UGC12458,0.353,35.523,7053,127.2330681
UGC00052,0.052,34.215,5385.6,69.66265141
UGC00485,0.346,33.96,5405.6,61.94410751
UGC00511,0.355,34.456,4759.1,77.83949326
PGC003285,0.35,34.775,6822.4,90.15711376
UGC00633,0.352,34.797,5729.8,91.07517198
PGC002964,0.54,33.2,5127.3,43.65158322
UGC00521,0.54,32.59,781.6,32.96097122
UGC00964,0.288,33.055,2819.7,40.83193863
UGC00987,0.347,33.769,4797.8,56.72833016
UGC00958,0.347,32.705,2525.2,34.75361614
UGC01104,0.2,29.39,806,7.550922277
UGC01160,0.348,34.277,5581.7,71.68033065
UGC01197,0.263,32.763,2901.3,35.69439292
UGC01581,0.356,33.89,4542,59.97910763
UGC01685,0.346,34.794,6298,90.94943386
UGC01726,0.346,34.19,5388.7,68.86522963
UGC01980,0.352,34.167,4883.1,68.13966593
UGC01998,0.346,34.138,6352,67.23571072
UGC02081,0.347,33.029,2628.2,40.34595502
UGC02201,0.357,33.976,4232.1,62.40221421
UGC02415,0.349,34.879,7789.9,94.58015034
UGC02375,0.357,35.194,7623,109.3452697
UGC02405,0.355,35.066,7714.9,103.086074
PGC022401,0.346,35.212,7343.1,110.2554332
UGC05238,0.301,32.565,1625.6,32.5836701
UGC05249,0.354,32.351,1733.5,29.52568622
UGC05522,0.284,33.047,1094.9,40.68178498
UGC05358,0.54,33.13,2802.9,42.26686143
PGC029466,0.349,33.857,2656,59.07449259
UGC05524,0.4,32.07,1569.8,25.94179362
UGC05672,0.2,28.98,473.1,6.251726928
UGC05713,0.353,35.047,6253.3,102.1880237
UGC05797,0.155,30.036,573,10.167168
UGC05897,0.264,32.747,2611.6,35.43235349
NGC3419A,0.4,33.38,2987.6,47.42419853
UGC05974,0.4,32,917.5,25.11886432
UGC06363,0.045,35.026,6265.5,101.2045411
PGC037040,0.349,34.239,7640.9,70.43686205
UGC07133,0.147,34.03,2533.6,63.97348355
UGC07184,0.346,32.606,2017.9,33.20473358
UGC07016,0.54,35.28,7219.5,113.7627286
UGC07394,0.346,32.452,1510.3,30.93143011
UGC07357,0.044,35.322,6658.3,115.9845121
UGC07424,0.2,32,781,25.11886432
UGC07612,0.36,32.65,1487.7,33.88441561
PGC042160,0.36,31.03,995.4,16.06941253
UGC07795,0.2,30.553,-7.9,12.90030564
UGC07802,0.349,31.559,1710.9,20.50217801
UGC07943,0.36,31.78,771.9,22.69864852
UGC07978,0.347,35.095,8095.3,104.4720219
UGC07991,0.35,31.545,1193.2,20.37042078
UGC08017,0.346,35.452,7077.1,123.1402412
PGC043840,0.347,35.07,7965.4,103.2761406
UGC08025,0.359,35.052,6331.8,102.4235914
UGC08041,0.349,30.857,1243.4,14.83884164
UGC08085,0.262,32.371,2006.4,29.79888403
UGC08084,0.4,31.82,2708.7,23.1206479
PGC045370,0.2,30.467,891.3,12.39938086
UGC09299,0.346,32.334,1532.2,29.2954383
NGC5658,0.4,31.82,1605.8,23.1206479
UGC09389,0.374,32.709,1857.4,34.81769367
UGC11838,0.348,33.593,3691.5,52.31184048
UGC12010,0.54,32.27,2970,28.44461107
UGC12165,0.353,34.359,6744,74.43890911
UGC12281,0.266,32.651,2738.3,33.90002356
UGC12519,0.346,33.398,4545.2,47.81894607
UGC12538,0.24,33.44,5102.1,48.75284901
UGC12639,0.54,31.21,4729.7,17.45822153
UGC12641,0.347,32.73,2874.8,35.15604405
UGC12650,0.348,33.987,5271,62.71912632
PGC072411,0.045,35.849,9210.7,147.842739
UGC01316,0.359,34.552,4823.3,81.35795056
UGC02429,0.54,32.42,1772.6,30.4789499
UGC09437,0.54,36.92,14443.2,242.1029047
UGC05844,0.54,32.21,1429,27.66941645
UGC08244,0.352,34.623,7115.6,84.06205449
UGC08833,0.03,27.553,292.5,3.24041027
UGC12561,0.346,33.466,3892.5,49.34009712
IC0101,0.347,32.72,2484.9,34.9945167
UGC01176,0.2,29.78,726.8,9.036494737
UGC00562,0.347,33.69,5622.6,54.70159629
NGC2608,0.041,33.043,2099.3,40.60691534
NGC3020,0.262,31.675,1332.8,21.62718524
NGC3287,0.349,30.729,1218,13.98942937
NGC3377A,0.2,29.85,480.9,9.332543008
NGC3547,0.27,31.385,1485.9,18.92343619
NGC4303,0.102,30.451,1483.7,12.30835461
UGC07421,0.137,31.968,91.8,24.75141318
NGC4037,0.082,30.705,864.3,13.83566379
IC3225,0.057,32.344,2297.5,29.4306599
NGC4423,0.265,31.467,1045.7,19.65169431
NGC4424,0.091,28.086,376.2,4.141903726
NGC4438,0.35,30.26,46.3,11.27197456
NGC4498,0.187,31.112,1468.3,16.68783511
IC3483,0.033,33.828,78.3,58.29079789
IC3617,0.395,31.268,2014,17.93081377
NGC4634,0.123,31.546,79.5,20.37980386
NGC4532,0.248,30.225,1943.4,11.09174815
NGC4793,0.358,32.142,2508.1,26.81637067
UGC00711,0.286,31.936,2055.4,24.3893373
UGC00501,0.347,34.25,5242,70.79457844
PGC021831,0.54,33.88,4677.3,59.70352866
UGC03955,0.54,33.62,4985.6,52.96634439
UGC04296,0.35,35.455,8870.4,123.3104833
UGC05129,0.03,33.81,3990.5,57.80960474
UGC05107,0.263,32.709,1867.8,34.81769367
UGC06583,0.353,34.769,6173.5,89.9083443
UGC06791,0.346,32.498,1820.1,31.59366436
UGC07512,0.071,30.369,1416.7,11.85222807
PGC039401,0.06,35.08,6861.8,103.7528416
UGC09215,0.27,31.929,1379.7,24.31084196
UGC08899,0.346,33.454,2879.4,49.06818568
UGC09482,0.54,32.97,1794.1,39.26449354
UGC11967,0.54,34.04,5248.5,64.26877173
PGC072115,0.382,35.155,9576.1,107.3989412
NGC7667,0.4,31.25,2823.6,17.7827941
UGC05574,0.347,31.691,1396.1,21.78712876
UGC08662,0.54,32.75,2080.9,35.48133892
NGC3659,0.359,31.668,1222.2,21.55757968
UGC12562,0.346,33.066,3992.5,41.03930525
NGC0100,0.256,31.312,979,18.29784734
PGC090564,0.346,34.624,5929.2,84.10077541
IC3322A,0.229,31.842,922.6,23.35608247
IC3414,0.36,31.32,457.5,18.36538343
NGC4496A,0.016,30.822,1651,14.60158497
NGC4437,0.11,29.62,1036.8,8.394599865
NGC4527,0.023,30.746,1654,14.09937949
IC3576,0.2,31.114,1004.8,16.70321226
IC4213,0.263,31.524,859.6,20.17437086
IC1197,0.274,31.765,1435,22.54239212
IC3881,0.28,32.226,900.4,27.8740452
NGC5984,0.253,31.439,1165.9,19.39992272
IC3742,0.257,31.766,921.1,22.55277567
UGC11977,0.073,36.423,11504,192.5750414
UGC00764,0.346,34.696,4892.7,86.93606925
PGC070107,0.54,32.62,5919.3,33.419504
UGC01319,0.356,33.78,5452.4,57.01642723
AGC229385,0.191,30.187,1321.9,10.89933497
AGC249525,0.51,26.07,74.9,1.636816521
UGC01753,0.54,32.27,3096.6,28.44461107
UGC12692,0.362,32.79,2350.1,36.14098626
UGC12252,0.351,35.309,7318.5,115.2922195
UGC12451,0.347,32.785,3779.3,36.0578643
PGC090553,0.54,33.62,2666.4,52.96634439
IC1613,0.013,24.395,-152.9,0.756832895
AGC112521,0.035,28.92,398.6,6.081350013
UGC12350,0.365,32.048,2315.6,25.68029451
NGC4273,0.252,32.232,2297.4,27.95117054
NGC4299,0.2,31.483,181.2,19.79702812
NGC4307,0.391,31.835,990.1,23.28091258
IC3247,0.292,31.814,574.5,23.05685137
NGC4330,0.206,31.364,1544,18.7413124
NGC4359,0.4,31.49,1259.5,19.86094917
IC3268,0.198,32.682,651.9,34.38745222
NGC4405,0.279,30.39,1686.9,11.96740531
NGC4502,0.36,32.2,1588.9,27.54228703
NGC4633,0.2,31.061,255.6,16.30046524
NGC4771,0.36,31.27,1053.9,17.94733627
UGC04247,0.364,34.534,2742,80.68633704
IC3094,0.217,33.249,-221.4,44.64779341
UGC06023,0.262,32.215,1291.7,27.73320105
UGC07249,0.256,32.189,545.2,27.40311921
UGC09746,0.352,32.237,1751.1,28.01560464
UGC05340,0.041,30.515,461.4,12.67651866
UGC09845,0.413,33.189,1944.6,43.43101709
UGC10205,0.54,35.87,6695.5,149.279441
UGC12307,0.54,33.54,2975.7,51.0505
UGC00536,0.365,34.478,5011.5,78.63212275
NGC0485,0.346,32.454,2332.6,30.95993213
NGC0514,0.275,32.091,2568.5,26.19389004
UGC01240,0.54,31.86,1862.9,23.55049284
NGC0673,0.048,34.198,5261.5,69.11940644
PGC009816,0.413,32.461,3871.9,31.0598962
IC1844,0.055,34.776,6825.6,90.19864221
NGC2619,0.16,33.61,3417.6,52.72298614
IC0530,0.43,34.56,4845,81.65823714
NGC3094,0.4,33.25,2307.7,44.66835922
NGC3327,0.108,35.032,6249.9,101.4845663
NGC4276,0.144,32.205,2543.6,27.60577856
NGC4287,0.54,32.28,2060.2,28.57590543
UGC07257,0.4,30.47,958.2,12.41652308
UGC07698,0.032,28.44,343.7,4.875284901
UGC11833,0.54,35.08,5447.8,103.7528416
PGC086633,0.54,34.99,3695.6,99.54054174
NGC5661,0.4,33.21,2357.1,43.85306978
NGC4591,0.36,33.19,2359.5,43.45102242
NGC4654,0.204,30.707,999.7,13.84841278
NGC5116,0.266,33.096,2910.2,41.61021885
NGC3443,0.347,32.12,1032.7,26.54605562
NGC0976,0.016,33.39,4372.1,47.64309868
NGC3344,0.265,29.96,534.4,9.81747943
NGC3697,0.378,34.957,6209.3,98.03925446
NGC3891,0.129,35.663,6277.9,135.706297
UGC06891,0.348,34.617,6709.1,83.83010305
UGC05456,0.123,30.117,425.3,10.5535847
NGC4519,0.256,31.395,1158.3,19.0107828
PGC049732,0.4,32.43,2642.1,30.61963434
NGC5990,0.13,33.34,3866.7,46.55860935
NGC7757,0.372,31.005,3081.1,15.88546749
NGC5300,0.266,31.327,1138.3,18.42468196
NGC5364,0.22,30.97,1215.1,15.63147643
NGC5970,0.178,32.231,2021.8,27.93830151
NGC7290,0.346,33.078,3087,41.26672463
