Objectname,distance_modulus,v_gsr,distance_mpc
ESO079-005,31.438,1597.6,19.39099079
NGC0216,30.3,1555,11.48153621
PGC002492,32.06,1584.6,25.82260191
PGC002544,29.275,415.5,7.161434102
NGC0232,34.6,6693.6,83.17637711
PGC002726,36.121,11316.9,167.5714393
ESO540-030,27.625,247.6,3.349654392
ESO540-032,27.793,245.2,3.619095139
NGC0274,31.427,1786.9,19.29301047
NGC0289,31.589,1608.5,20.78739172
PGC003183,33.09,4949.7,41.49540426
NGC0298,32.18,1809.7,27.28977783
IC1601,35.37,3746.4,118.5768748
UGC00608,32.83,2934.4,36.81289736
ESO541-005,33.11,1967.6,41.87935651
ESO351-030,19.628,76.4,0.084255838
UGC00622,32.834,2892.8,36.88077172
IC1610,34.337,5655.3,73.68854816
PGC004143,32.43,1927.1,30.61963434
PGC004222,34.59,5724.9,82.79421637
UGC00748,34.46,5008.6,77.98301105
UGC00825,34.53,5511.6,80.53784412
NGC0477,34.82,6017.5,92.04495718
UGC00909,34.619,5235,83.90734899
ESO352-057,34.614,5638.6,83.71436744
PGC005341,33.29,2000.9,45.49880602
PGC005329,32.01,2042.7,25.23480772
UGC01020,32.99,2694.2,39.62780343
ESO476-010,31.679,1584,21.6670607
NGC0551,34.043,5339.7,64.35762368
UGC01070,31.75,2964.1,22.38721139
NGC0634,34.399,5073.8,75.82283176
PGC006703,32.16,1447.1,27.03958364
IC1735,35.747,11495.7,141.0587399
PGC006864,33.228,2155.4,44.21809211
UGC01333,37.08,17780.3,260.615355
PGC006898,32.79,1665.3,36.14098626
PGC006966,34.157,5039.2,67.8265926
NGC0721,33.736,5736.9,55.8727439
NGC0748,34.34,5337.7,73.79042301
NGC0755,31.487,1635.5,19.8335292
PGC007299,36.7,13801.1,218.7761624
NGC0779,31.441,1408.2,19.41779894
NGC0809,34.722,5347.9,87.98324994
UGC01567,36.096,9162.7,165.6532649
IC0210,31.509,1934.8,20.03549146
PGC008295,31.42,2011.3,19.23091729
UGC01703,28.171,157.5,4.30724921
ESO544-030,30.72,1579.6,13.93156803
ESO544-031,35.94,15868.4,154.1700453
IC1788,33.28,3447.1,45.28975799
PGC008778,34.706,6174,87.33734791
PGC008796,36.01,11127.1,159.2208727
IC0219,34.44,5042.4,77.26805851
ESO545-003,31.879,1556.2,23.75745963
ESO545-002,31.551,1575.5,20.42678416
ESO545-005,32.36,2301.4,29.6483139
NGC0895,32.74,2294.9,35.31831698
UGC01820,33.105,4065.1,41.78303666
UGC01845,31.28,4790.8,18.03017741
PGC009140,26.63,156.9,2.118361135
UGC01867,33.865,5329.7,59.29253246
PGC009272,32.592,2096.9,32.99134338
ESO479-004,31.224,1457,17.57114247
UGC01993,35.21,8143.1,110.153931
PGC009800,33.973,4757.4,62.31606189
NGC0988,30.94,1491.3,15.41700453
ESO545-038,35.98,4627.5,157.0362804
NGC1079,32.65,1376.5,33.88441561
PGC010738,36.225,10379.8,175.7923614
PGC010948,34.42,6465,76.55966069
PGC011004,33.275,3645.5,45.18559444
UGC02404,34.433,4989.6,77.01937676
ESO154-023,28.833,434,5.842517205
IC1870,31.221,1531.9,17.5468838
ESO199-007,28.905,498.5,6.039486294
PGC011248,31.93,2359.5,24.32204009
NGC1162,33.057,3897,40.86956356
UGC02411,32.808,2706.4,36.44181508
PGC011365,35.52,8928.1,127.0574105
UGC02459,32.798,2591.8,36.27438015
NGC1172,31.709,1484.8,21.96847954
NGC1187,31.389,1319.6,18.95832657
ESO480-025,31.44,1645.6,19.40885878
UGC02485,31.87,2177.8,23.65919697
UGC02511,33.71,3953.9,55.20774393
ESO248-002,31.33,1261.3,18.45015419
ESO300-009,34.756,5959.6,89.37169609
IC1892,32.88,2809.5,37.6703799
PGC011767,35.465,8644.6,123.8796587
PGC011782,33.76,3078,56.49369748
UGC02519,32.121,2533.7,26.55828335
ESO547-012,33.12,1949.2,42.07266284
NGC1249,30.854,928,14.81835518
ESO357-007,31.206,1014.1,17.4260919
IC1898,31.495,1249.6,19.90673339
ESO116-012,31.71,997.3,21.97859873
ESO481-014,31.442,1649.4,19.42674323
NGC1253,31.647,1688.2,21.35010425
PGC012130,32.595,2286.4,33.0369541
ESO357-012,31.49,1456.2,19.86094917
NGC1259,34.2,5933.9,69.18309709
ESO481-018,31.34,1712.2,18.53531623
NGC1297,32.257,1506.7,28.27482984
NGC1311,28.72,425.2,5.54625713
ESO481-021,31.692,1658.7,21.79716441
PGC012608,32.21,1940.9,27.66941645
ESO301-008,31.504,1298.3,19.98941111
NGC1326A,31.021,1713.2,16.00294822
PGC012798,32.142,1806.7,26.81637067
IC1933,31.141,912.1,16.91219588
IC1919,31.455,1213.9,19.54339456
PGC012868,31.78,2232.8,22.69864852
ESO358-004,31.55,,20.41737945
NGC1351A,31.444,1234.8,19.44464416
PGC013058,31.415,1696,19.18668741
PGC013084,31.446,1166.3,19.46256159
PGC013097,31.538,1541,20.30486003
UGC02773,26.69,330.5,2.177709772
IC1959,28.95,490.9,6.165950019
IC1952,31.79,1722.1,22.80342072
PGC013177,31.509,1257.3,20.03549146
NGC1366,31.597,1194.5,20.86411655
PGC013294,29.31,595.4,7.277798045
ESO358-025,31.321,1753.4,18.37384295
IC1970,31.56,1103.3,20.51162179
PGC013343,31.428,1570.7,19.30189728
NGC1387,31.405,1137.6,19.09853259
NGC1389,31.605,797.5,20.94112456
ESO358-043,31.589,1259.7,20.78739172
NGC1396,31.481,695.2,19.77880278
ESO358-042,31.549,1040.8,20.40797906
NGC1411,31.457,868,19.56140298
ESO358-050,31.472,1175.8,19.69699615
UGC02829,34.74,6001.7,88.7156012
NGC1428,31.549,1513.1,20.40797906
UGC02813,31.04,1535,16.14358557
ESO156-008,36.974,17532.3,248.1989844
ESO358-056,31.65,977,21.3796209
UGC02827,31.77,1678,22.5943577
PGC013758,31.441,1849.7,19.41779894
NGC1437B,30.06,1373.5,10.28016298
NGC1460,31.469,1211.7,19.66980253
PGC013821,29.618,1157.4,8.386871712
ESO358-066,31.484,1362.2,19.80614709
UGC02868,34.652,5495.4,85.19223264
UGC02890,30.503,1314.2,12.60665884
UGC02905,28.817,302.3,5.799626158
NGC1495,30.9,1128.5,15.13561248
UGC02896,32.96,2387.5,39.08408958
UGC02906,34.099,2646.2,66.03892575
PGC014370,34.35,4660.1,74.13102413
ESO359-016,32.02,1271.2,25.3512863
ESO550-005,31.71,1787.9,21.97859873
PGC014600,32.5,2861.8,31.6227766
PGC014626,32.96,1781.4,39.08408958
UGC02988,33.71,3840.5,55.20774393
PGC014768,32.19,1852.6,27.41574172
PGC014780,35.24,8822.2,111.6863248
NGC1556,31.13,816.9,16.82674061
UGC03009,33.153,3777.1,42.71692675
NGC1558,33.91,4371.5,60.53408748
ESO550-024,30.262,785.8,11.28236122
UGC03028,33.64,5526.7,53.45643594
UGC03066,34.071,4595.4,65.19285491
UGC03078,34.051,5462.3,64.59516323
UGC03084,33.33,4031.5,46.34469197
UGC03089,33.82,4591.6,58.07644175
ESO202-041,30.35,1482.8,11.74897555
UGC03108,33.531,4029.4,50.83935125
ESO157-049,31.87,1488.9,23.65919697
UGC03114,33.732,3854.8,55.76991724
PGC015869,33.16,2429.3,42.85485204
UGC03148,34.21,4698.2,69.50243176
UGC03151,33.913,4579.8,60.6177762
UGC03143,34.194,4693.8,68.99220098
UGC03144,31.47,1783.5,19.6788629
NGC1688,30.3,1042.2,11.48153621
ESO421-019,31.25,1327.5,17.7827941
UGC03167,34.224,4857.4,69.95197811
NGC1679,30.049,898.7,10.22821857
UGC03186,34.11,4513.2,66.37430704
ESO361-015,31.093,1012.1,16.54245645
PGC016322,33.492,3753.5,49.93441887
NGC1699,33.54,3844,51.0505
IC0396,30.671,1015.4,13.62071795
ESO486-003,32.81,1623.5,36.47539469
ESO552-052,34.055,4452.9,64.71426157
UGC03237,33.633,4115.5,53.2843902
NGC1784,32.215,2198.6,27.73320105
NGC1824,30.358,1055.4,11.79234021
NGC1797,34.38,4356.1,75.1622894
PGC016772,32.44,2244.4,30.76096815
UGC03250,34.87,4643.7,94.18895965
ESO553-017,32.897,1828,37.96645079
PGC016875,32.42,2555.8,30.4789499
PGC016894,32.19,1850.8,27.41574172
NGC1853,32.255,1216.8,28.24879975
ESO305-017,32,890.8,25.11886432
ESO423-002,31.544,1304.2,20.36104201
UGC03253,33.995,4285.4,62.95061829
NGC1879,31.42,1071.3,19.23091729
ESO362-019,31.18,1107.5,17.21868575
UGC03276,32.53,2647.8,32.06269325
UGC03257,31,2346.4,15.84893192
PGC017217,33.04,2358.6,40.55085354
UGC03303,29.27,440,7.144963261
NGC1924,32.42,2429.6,30.4789499
IC2135,30.836,1140.6,14.69602899
UGC03319,34.221,4343.6,69.8554026
UGC03329,34.1,5206.3,66.0693448
ESO554-018,33.359,2710.8,46.96777642
UGC03332,34.32,5767,73.11390835
ESO120-012,30.53,1150,12.76438809
ESO363-015,30.82,1080.8,14.5881426
ESO487-035,31.09,1563.2,16.51961798
NGC2049,34.154,2813.1,67.7329514
PGC017716,29.05,285.6,6.45654229
UGC03351,33.44,4499.9,48.75284901
PGC017787,36.643,14796.4,213.1081211
UGC03354,33.262,3171.1,44.91588901
ESO555-002,32.996,2209.8,39.73745051
UGC03365,34.73,5266.4,88.30799004
PGC018109,34.27,5853.7,71.44963261
UGC03379,33.66,4232.9,53.95106225
IC2152,32.151,1700.7,26.92774587
UGC03373,33.907,4904.7,60.45051429
ESO425-002,32.34,1208.2,29.37649652
PGC018373,32.856,2066.5,37.25632385
PGC018467,34.04,4386,64.26877173
ESO425-011,33.82,3024.5,58.07644175
UGC03406,34.19,5316.4,68.86522963
UGC03403,31.218,1390.1,17.52265862
PGC018581,32.109,1904.3,26.41192163
UGC03422,34.05,4184.7,64.5654229
ESO121-020,28.92,372.3,6.081350013
ESO489-029,32.086,1518.9,26.13364576
UGC03413,33.241,4366.2,44.48360749
PGC018813,34.36,5416.4,74.47319739
PGC018848,32.04,2675.3,25.58585887
PGC018855,30.517,587.2,12.68819954
UGC03459,33.35,2781,46.77351413
PGC018989,32.42,4371.7,30.4789499
ESO426-008,35.107,6865.6,105.0509538
ESO489-056,29,304.3,6.309573445
ESO490-005,35.38,6929.2,119.1242008
ESO490-007,32.39,2655.8,30.06076303
UGC03484,35.08,7499.9,103.7528416
UGC03498,33.36,3713,46.98941086
PGC019325,34.71,5834.7,87.49837752
PGC019343,30.55,578.2,12.88249552
NGC2263,32.164,2551.9,27.0894383
NGC2273A,31.56,2186,20.51162179
ESO122-001,32.268,2400.9,28.41842468
ESO206-020A,20.164,13.3,0.107844996
UGC03524,33.346,3833.7,46.68743344
IC2171,30.2,608,10.96478196
ESO427-006,33.25,2590.9,44.66835922
NGC2283,29.97,661.9,9.862794856
NGC2273B,31.59,2188.2,20.79696687
ESO490-045,31.9,1513.5,23.98832919
NGC2293,31.137,1841.3,16.88107114
UGC03587,31.9,1196.5,23.98832919
UGC03575,33.88,4008.3,59.70352866
UGC03540,32.44,2095.7,30.76096815
ESO491-009,32.67,1857,34.19794425
UGC03605,35.77,7881.1,142.5607594
UGC03598,30.58,2077.7,13.06170888
ESO491-012,33.14,2382.7,42.46195639
UGC03627,34.371,6329.9,74.85141246
UGC03630,32.02,1632.2,25.3512863
UGC03637,32.68,3425.5,34.35579479
PGC020125,28.613,345.2,5.279587598
ESO427-034,32.29,2179.1,28.70780582
PGC020274,32.441,1553.8,30.77513736
ESO491-020,33.45,2672.5,48.97788194
UGC03731,34.15,4863.5,67.60829754
UGC03717,33.612,4313.9,52.77156818
UGC03751,32.1,2234.6,26.30267992
UGC03770,34.936,6316.6,97.09570065
UGC03749,32.185,1260.7,27.35268726
ESO428-015,31.75,1867.7,22.38721139
UGC03777,32.828,3175.5,36.77900704
ESO428-018,32.69,1869.7,34.51437393
ESO428-017,32.69,2179.9,34.51437393
UGC03784,34.07,2540.7,65.16283941
UGC03783,35.1,6125.5,104.7128548
ESO367-017,32.27,2569.1,28.44461107
UGC03808,33.48,2332.1,49.65923215
PGC020827,31.08,1455.5,16.44371723
PGC020830,34.781,5031.8,90.40657155
UGC03820,33.026,2444.4,40.29025351
UGC03830,30.8,1225.9,14.45439771
ESO428-028,32.439,2045.8,30.74680546
PGC021028,33.82,2321.2,58.07644175
ESO429-001,32.73,1903.4,35.15604405
ESO208-021,30.637,796,13.40911144
PGC021302,27.53,313.9,3.206269325
NGC2427,30.07,745.3,10.32761406
UGC03909,31.85,1068.9,23.44228815
UGC03921,33.85,2601.1,58.88436554
ESO560-004,32.87,1979,37.49730022
ESO163-014,32.895,2633.8,37.9314985
UGC03979,34.042,4162.9,64.32799273
PGC021697,34.58,5245.1,82.4138115
ESO560-012,33.29,3109.8,45.49880602
PGC021772,29.83,487.8,9.246981739
ESO560-013,33.56,3041.4,51.52286446
IC2207,34.448,4773.2,77.55324958
ESO494-007,32.05,1350.3,25.70395783
UGC04113,34.96,5230.7,98.1747943
ESO561-003,33.14,3317.7,42.46195639
ESO209-009,30.504,889.7,12.61246575
UGC04148,32.254,725.8,28.23579369
UGC04195,34.181,4982,68.58039781
ESO494-021,32.82,1376.4,36.64375746
ESO494-026,29.06,749.7,6.486344335
UGC04238,31.386,1675.9,18.93215276
PGC022976,35.63,9457.5,133.6595517
ESO430-026,32.6,1436,33.11311215
NGC2559,31.01,1339.5,15.92208727
UGC04306,31.859,2390.4,23.53964993
PGC023262,32.16,2027.7,27.03958364
PGC023420,33.738,4065.7,55.9242283
IC2327,33.572,2538.1,51.80837851
ESO495-009,31.24,1252.3,17.70108958
PGC023574,33.92,4525.7,60.81350013
IC2367,31.91,2246.6,24.09905429
PGC023709,34.926,5209.2,96.64958643
PGC023757,34.458,6371.3,77.91121911
UGC04413,32.57,2413.9,32.65878322
ESO431-013,32.9,2612.1,38.01893963
ESO562-018,34.83,4523.6,92.46981739
ESO431-016,32.5,2580.9,31.6227766
PGC024189,34.44,5715.4,77.26805851
ESO563-002,31.86,1444.7,23.55049284
NGC2591,31.41,1463.9,19.14255925
UGC04514,31.126,731.5,16.79577314
ESO432-002,32.76,2631,35.64511334
ESO496-010,29.67,593.4,8.590135215
UGC04625,35.639,8321.6,134.2146737
ESO563-026,33.02,3199.3,40.17908108
UGC04621,32.64,2268.6,33.72873087
ESO371-020,32.15,2141.1,26.91534804
PGC024870,32.93,1800.3,38.54783577
UGC04655,34.867,6060.6,94.05892264
PGC024988,35.766,9067.7,142.2983945
UGC04659,32.835,1783.5,36.89775986
IC0522,34.18,5125.6,68.54882265
NGC2722,32.663,2593.1,34.0878806
UGC04725,33.144,1952.7,42.54024629
UGC04701,33.05,1543.6,40.73802778
ESO564-012,34.53,3345.7,80.53784412
NGC2750,29.976,2605,9.89008445
PGC025563,34.18,3585.1,68.54882265
NGC2772,34.43,3214,76.91304403
ESO314-005,34.12,4583.1,66.68067692
PGC025794,34.469,5040.4,78.30689431
UGC04800,33.21,2490.4,43.85306978
PGC025886,32.459,1657,31.03130215
UGC04824,32.658,2218.7,34.00948065
ESO497-022,32.38,2204.7,29.92264637
ESO564-032,32.73,2553.8,35.15604405
ESO126-003,33.53,2699.1,50.81594426
ESO433-010,32.768,1902.7,35.77667699
UGC04867,33.562,2489.7,51.57034063
ESO564-033,34.82,4964.6,92.04495718
NGC2811,32.575,2158.2,32.73406949
NGC2821,33.295,2219.8,45.6036916
IC2461,33.588,2239.7,52.19152658
PGC026411,34.01,3258,63.38697113
ESO372-016,32.751,2201.3,35.49768245
UGC04970,33.481,2400.4,49.68210633
ESO565-001,31.18,637.7,17.21868575
UGC04945,29.14,787.9,6.729766563
ESO126-010,32.86,1924.7,37.32501578
IC2469,31.984,1442.5,24.93446188
UGC04982,33.128,2726.5,42.22795013
AGC198606,22.89,-47.2,0.378442585
NGC2880,31.677,1562.4,21.64711379
NGC2904,31.837,2119.1,23.30236497
ESO434-010,32.8,2285.2,36.30780548
ESO434-011,31.842,2340.4,23.35608247
PGC027054,34.1,4167.8,66.0693448
UGC05086,29.36,404.5,7.447319739
NGC2930,35.13,7305.1,106.1695557
ESO565-029,32.24,2198.9,28.05433638
ESO091-016,31.009,1776.4,15.91475657
ESO373-019,32.86,2585.6,37.32501578
PGC027810,33.521,2521.6,50.60576565
ESO373-021,33.49,2426,49.88844875
UGC05209,30.087,502.1,10.40878409
UGC05218,33.55,2965.1,51.2861384
ESO434-034,30.88,778.6,14.99684836
NGC2990,33.17,2942.5,43.05266105
NGC3001,33.73,2248.6,55.71857489
UGC05203,32.402,1681,30.2273448
PGC028308,33.17,2513.6,43.05266105
ESO499-009,32.77,1873.9,35.80964371
NGC3038,32.967,2566.1,39.21028509
PGC028380,33.11,2340.7,41.87935651
PGC028529,27.948,66.5,3.886869861
UGC05336,27.93,160.4,3.854783577
ESO435-015,32.39,2200.5,30.06076303
ESO499-025,32.07,2200.3,25.94179362
PGC028826,27.91,188.7,3.819442708
UGC05378,33.762,4024,56.54575407
UGC05393,32.15,1418.7,26.91534804
PGC029167,27.832,161.2,3.684681891
ESO499-037,31.14,743.9,16.90440932
PGC029194,25.561,150,1.294791978
NGC3113,31.18,869.8,17.21868575
PGC029231,27.725,,3.50751874
UGC05428,27.81,-28.7,3.647539469
NGC3057,31.16,1669.7,17.06082389
PGC029299,29.096,550.4,6.594775259
PGC029306,34.47,7088.5,78.34296428
NGC3124,32.86,3363.8,37.32501578
NGC3118,32.24,1306.6,28.05433638
ESO435-044,33.29,1984,45.49880602
IC2554,31.96,1183.3,24.66039337
NGC3137,31.086,893.1,16.48921573
UGC05497,27.85,276.9,3.715352291
IC2556,32.874,2285.5,37.56643646
ESO436-001,32.923,2400.9,38.4237723
IC2560,32.406,2705.2,30.28307694
ESO213-011,31.4,2518.8,19.05460718
IC0600,31.91,1151.4,24.09905429
ESO263-031,32.2,2459.4,27.54228703
ESO436-014,33.29,3675.9,45.49880602
NGC3241,33.02,2802.3,40.17908108
ESO317-023,33.074,2533.9,41.19077849
NGC3225,33.457,2200.4,49.13602273
PGC030664,27.71,159.5,3.48337315
ESO568-012,34.505,5499.6,79.61593504
PGC030719,35.855,9597.1,148.2518085
NGC3250C,33.12,2373.3,42.07266284
NGC3257,32.657,2988.5,33.99382231
NGC3256B,32.574,2489.2,32.71899836
NGC3258C,32.58,2346,32.80952931
ESO263-051,32.2,2445.2,27.54228703
IC2588,33.46,3308.4,49.20395357
NGC3258D,31.45,2270.8,19.498446
IC2589,32.06,3464.9,25.82260191
PGC031286,27.6,,3.311311215
ESO317-046,30.9,745.3,15.13561248
ESO436-038,34.14,2546.5,67.29766563
IC2596,29.44,3174.3,7.726805851
NGC3281D,32.421,2428,30.4929892
ESO436-040,33.23,4222.3,44.25883724
NGC3285B,33.08,2750.4,41.3047502
UGC05740,32.05,693,25.70395783
NGC3366,33.11,2666.2,41.87935651
ESO501-023,29.23,842.1,7.014552984
ESO501-022,33.75,2694.9,56.23413252
ESO437-012,33.02,3356.5,40.17908108
ESO501-041,33.89,3349,59.97910763
ESO501-037,33.02,3470.1,40.17908108
ESO437-014,32.897,2648.4,37.96645079
UGC05765,32.96,1933.8,39.08408958
ESO437-019,34.082,4160,65.5239394
ESO437-018,34.034,3159,64.09143566
ESO437-022,34.121,4180.4,66.71139158
ESO501-065,31.288,4208.1,18.09672555
UGC05791,32.192,888.9,27.44100418
ESO437-039,32.99,3539.6,39.62780343
NGC3347C,31.83,2441.5,23.22736796
ESO501-078,33.53,4238.4,50.81594426
ESO318-003,33.09,2548.2,41.49540426
ESO501-079,32.87,999.2,37.49730022
NGC3347,32.147,2787,26.87818879
ESO376-016,29.2,454.4,6.918309709
ESO501-082,34.279,4323.3,71.74638109
ESO318-004,32.739,2720.1,35.30205604
ESO501-088,34.24,3688.5,70.4693069
ESO318-013,29.199,501,6.915124443
UGC05944,30.306,831.4,11.51330474
NGC3413,31.05,613.8,16.21810097
PGC032548,32.98,2316.9,39.44573021
ESO569-014,32.131,1867,26.68087081
ESO376-023,34.363,4547,74.57615702
PGC032667,28.033,229.6,4.042034351
NGC3449,33.283,3072.1,45.35237135
UGC05990,32.05,1557.6,25.70395783
NGC3454,31.57,1025.6,20.60629913
NGC3435,34.535,5255,80.72350302
UGC06083,32.518,862.4,31.88599693
ESO265-003,31.23,1173.3,17.61976046
NGC3513,29.45,1007.9,7.762471166
ESO377-004,33.16,2945.9,42.85485204
UGC06162,32.535,2261.2,32.13660539
ESO265-007,29.805,851.6,9.141132415
ESO438-005,32.09,1301.6,26.18183008
ESO502-020,31.31,1192.3,18.28100216
ESO377-021,32.746,2556.7,35.41604004
NGC3589,31.971,2037.1,24.78563215
ESO377-031,33.278,2812.4,45.24806379
UGC06296,31.55,903.7,20.41737945
ESO377-034,31.88,2409.9,23.76840287
UGC06332,34.82,6167.1,92.04495718
NGC3622,31.574,1412.3,20.64429232
ESO570-019,32.01,1157.6,25.23480772
ESO319-016,34.931,2682.4,96.87238674
UGC06378,31.682,1425.2,21.69701554
NGC3652,31.862,1997.5,23.57219364
NGC3663,34.332,4864.6,73.51906921
NGC3654,32.093,1690.8,26.21802662
NGC3673,31.393,1751.3,18.99328128
NGC3683A,32.87,2486.9,37.49730022
NGC3752,32.034,2054.1,25.51526011
NGC3735,32.88,2818.4,37.6703799
NGC3755,32.679,1579.1,34.339977
UGC06586,34.194,3900,68.99220098
PGC035978,34.765,6817.3,89.74287945
ESO320-014,28.89,453.5,5.997910763
PGC036132,34.608,6715.2,83.48337537
IC0718,31.72,1892.6,22.08004733
PGC036349,34.528,5927.7,80.46370017
NGC3901,32.57,1828.1,32.65878322
PGC036643,31.795,1572.9,22.85598803
PGC036683,34.071,6979.1,65.19285491
NGC3887,31.3,1048.9,18.19700859
NGC3905,35.072,5625,103.3713052
UGC06792,31.674,872.9,21.61722784
ESO320-026,33.42,2596.6,48.3058802
NGC3930,30.589,938.5,13.11595748
PGC037153,33.427,6603.8,48.46185122
UGC06837,35.313,5919.4,115.5047914
NGC3956,31.719,1490,22.06988143
ESO379-007,28.667,454.1,5.412526055
ESO572-018,31.59,1438,20.79696687
NGC3981,31.93,1554.6,24.32204009
ESO320-035,32.392,2803.7,30.08846277
ESO572-024,32.17,1720.2,27.16439269
ESO572-030,31.014,1624.7,15.95144387
UGC06955,31.067,924,16.34556737
ESO572-034,30.12,955.5,10.56817509
NGC4020,30.433,750.3,12.20674859
ESO505-003,31.594,1620.5,20.83531161
UGC07019,31.22,1636.6,17.53880502
ESO440-044,29.82,2021.7,9.204495718
ESO505-008,31.28,1698.9,18.03017741
ESO505-009,32.67,1965.6,34.19794425
ESO440-046,30.023,1577.9,10.10648184
IC2995,31.12,1673.6,16.74942876
IC2996,31.88,2080.3,23.76840287
NGC4094,31.14,1293.3,16.90440932
ESO379-027,33.07,2673,41.11497211
IC3005,31.933,1546.3,24.35566545
ESO441-007,31.787,2042.2,22.77193838
IC3015,31.94,1855,24.43430553
ESO441-011,32.306,1961.7,28.92011396
ESO441-012,32.37,2001.5,29.78516429
ESO505-023,32.28,1508.4,28.57590543
PGC038685,28.43,358.3,4.852885002
NGC4141,32.87,1993.4,37.49730022
IC0764,31.762,1961,22.51127016
IC3021,33.755,2470.7,56.36376558
ESO441-014,33.395,1989.4,47.75292737
IC3033,31.27,205.4,17.94733627
IC3036,30.359,-70.4,11.79777203
ESO321-014,27.588,425.3,3.293062702
UGC07239,32.574,1145.6,32.71899836
ESO380-001,31.31,2507.5,18.28100216
PGC039145,27.365,,2.971666032
ESO321-016,32.069,2993.7,25.92984973
ESO380-006,32.274,2762.9,28.49705627
NGC4219,31.603,1796.9,20.92184595
UGC07301,32.124,761.2,26.59500033
ESO380-008,31.02,1926.4,15.99558029
UGC07356,29.31,327.8,7.277798045
ESO321-025,30.97,1963.7,15.63147643
NGC4356,31.007,1024,15.90010528
NGC4373,32.99,3238.7,39.62780343
NGC4384,31.221,2583.7,17.5468838
NGC4373A,32.837,2754,36.9317596
ESO322-009,31.841,3366.4,23.34532907
ESO380-034,32.3,2872.5,28.84031503
UGC07599,28.37,321.8,4.720630413
ESO322-017,32.59,3220,32.96097122
UGC07605,28.335,334,4.645152752
PGC041093,29.643,456.3,8.48398711
NGC4462,32.43,1645,30.61963434
NGC4504,31.223,885,17.56305252
PGC041725,31.39,1185,18.96705921
NGC4520,35.287,7526,114.130048
NGC4562,30.222,1347.4,11.07643492
PGC041965,30.88,875.3,14.99684836
PGC041978,33.26,9128.2,44.87453899
UGC07774,32.11,573.6,26.42408757
ESO442-013,31.958,1353.9,24.63769077
NGC4574,32.926,2782.8,38.47689339
ESO322-038,32.457,3000.9,31.00273442
ESO322-040,33.37,3171.5,47.20630413
NGC4593,33.35,2363.6,46.77351413
NGC4602,32.645,2436.8,33.80648362
NGC4603,32.812,2412.5,36.50900525
NGC4619,34.949,6951.9,97.67872902
IC0807,35.06,10819.5,102.8016298
NGC4616,32.957,4429,39.0301302
NGC4645,32.357,2434,29.60738152
ESO381-014,33.182,3134.7,43.29123745
ESO381-018,28.678,451.9,5.440013782
UGC07934,35.94,9699.3,154.1700453
PGC043020,31.13,1374.2,16.82674061
NGC4675,34.505,4874.8,79.61593504
UGC07949,27.39,367.5,3.006076303
NGC4680,32.905,2326.6,38.10658234
NGC4693,32.42,1808.6,30.4789499
NGC4696D,32.757,2464.1,35.5959018
PGC043280,33.01,2680.3,39.99447498
PGC043301,32.3,2141.9,28.84031503
PGC043319,34.297,3750.6,72.34358059
PGC043345,29.39,1198.3,7.550922277
NGC4700,29.088,1294.2,6.57052391
PGC043340,33.51,2961,50.35006088
ESO322-101,32.157,1780.6,27.00225287
PGC043379,32.67,2705.2,34.19794425
NGC4708,34.033,4010.4,64.06192726
PGC043412,32.82,2705.4,36.64375746
NGC4709,33.159,4496.5,42.83512119
PGC043458,32.396,2280.2,30.14393884
ESO268-046,31.85,2120.4,23.44228815
NGC4749,32.561,1883.2,32.52370401
PGC043679,32.08,2150.3,26.0615355
PGC043690,33.083,2449.4,41.36185426
NGC4767A,33.28,2741.4,45.28975799
ESO323-034,32.667,4143.1,34.15073067
ESO507-041,32.58,3025.9,32.80952931
ESO507-042,33.17,3079.7,43.05266105
NGC4767,32.58,2889.3,32.80952931
NGC4786,34.107,4528.6,66.28267086
ESO443-009,28.863,492.7,5.923794716
PGC043970,32.39,2358.2,30.06076303
NGC4802,30.287,917.7,11.4130048
ESO219-010,28.339,,4.653717326
IC3913,34.153,7515.1,67.70176641
IC3908,31.41,1198.2,19.14255925
NGC4818,30.177,964.1,10.84925707
IC3917,35.773,6649.4,142.7578504
PGC044278,31.85,1164.8,23.44228815
PGC044268,35.02,7461.1,100.9252886
NGC4842,34.944,7322.5,97.45407418
PGC044358,31.69,1378,21.77709772
PGC044351,34.809,6064.7,91.57986521
PGC044367,34.649,7242.7,85.07461649
PGC044390,35.238,7140.5,111.5835052
IC3943,34.906,6819,95.7634977
NGC4854,35.697,8396,137.847851
PGC044506,31.34,1508.3,18.53531623
PGC044560,36.199,7822.7,173.7000726
IC3959,35.228,7042.6,111.0708256
PGC044581,33.783,6496.4,57.09525277
PGC044592,33.812,8013,57.86287388
PGC044616,34.681,6932.1,86.33760556
PGC044681,29.31,699.3,7.277798045
IC3998,34.734,9433.5,88.47080929
PGC044662,34.646,8104.8,84.95716272
ESO443-021,33.337,2660.8,46.49433067
ESO269-028,33.64,3101.7,53.45643594
PGC044704,35.078,6191.6,103.6573257
IC4011,34.877,7282.8,94.4930789
PGC044740,34.978,6152.3,98.99197751
PGC044763,35.089,7018.2,104.1837535
ESO381-041,31.91,2409.1,24.09905429
PGC044792,34.85,7658.8,93.32543008
NGC4906,35.087,7513.9,104.0878409
PGC044805,34.393,7932.8,75.61361471
PGC044809,35.231,8436.8,111.2243817
PGC044821,34.599,8581,83.13808179
